project_id,date,forks,committer_id,commits,commit_comment,req_opened,req_closed,req_merged,other,issue,issue_comment,watchers
26624,2009-04-24,0,{310924: 11},11,0,0,0,0,0,0,0,441
26624,2009-04-25,0,{310924: 5},5,0,0,0,0,0,0,0,3
26624,2009-04-26,0,{},0,0,0,0,0,0,0,0,2
26624,2009-04-27,0,{310924: 16},16,0,0,0,0,0,0,0,1
26624,2009-04-28,0,{310924: 12},12,0,0,0,0,0,0,0,0
26624,2009-04-29,0,{310924: 18},18,0,0,0,0,0,0,0,0
26624,2009-04-30,0,{310924: 10},10,0,0,0,0,0,0,0,1
26624,2009-05-01,0,{},0,0,0,0,0,0,0,0,2
26624,2009-05-02,0,{},0,0,0,0,0,0,0,0,2
26624,2009-05-03,0,{},0,0,0,0,0,0,0,0,0
26624,2009-05-04,0,{},0,0,0,0,0,0,0,0,2
26624,2009-05-05,0,{310924: 2},2,0,0,0,0,0,0,0,5
26624,2009-05-06,0,{},0,0,0,0,0,0,0,0,6
26624,2009-05-07,0,{310924: 10},10,0,0,0,0,0,0,0,1
26624,2009-05-08,0,{310924: 4},4,0,0,0,0,0,0,0,1
26624,2009-05-09,0,{},0,0,0,0,0,0,0,0,0
26624,2009-05-10,0,{310924: 1},1,0,0,0,0,0,0,0,2
26624,2009-05-11,0,{310924: 3},3,0,0,0,0,0,0,0,3
26624,2009-05-12,0,{310924: 4},4,0,0,0,0,0,0,0,2
26624,2009-05-13,0,{310924: 3},3,0,0,0,0,0,0,0,2
26624,2009-05-14,0,{},0,0,0,0,0,0,0,0,0
26624,2009-05-15,0,{310924: 11},11,0,0,0,0,0,0,0,0
26624,2009-05-16,0,{},0,0,0,0,0,0,0,0,0
26624,2009-05-17,0,{},0,0,0,0,0,0,0,0,2
26624,2009-05-18,0,{310924: 12},12,0,0,0,0,0,0,0,0
26624,2009-05-19,0,"{310924: 40, 738071: 1}",41,0,0,0,0,0,0,0,1
26624,2009-05-20,0,{310924: 11},11,0,0,0,0,0,0,0,2
26624,2009-05-21,0,{},0,0,0,0,0,0,0,0,2
26624,2009-05-22,0,{},0,0,0,0,0,0,0,0,1
26624,2009-05-23,0,{},0,0,0,0,0,0,0,0,0
26624,2009-05-24,0,{},0,0,0,0,0,0,0,0,2
26624,2009-05-25,0,{},0,0,0,0,0,0,0,0,1
26624,2009-05-26,0,{310924: 9},9,0,0,0,0,0,0,0,3
26624,2009-05-27,0,{310924: 8},8,0,0,0,0,0,0,0,1
26624,2009-05-28,0,{310924: 10},10,0,0,0,0,0,0,0,2
26624,2009-05-29,0,{310924: 5},5,0,0,0,0,0,0,0,2
26624,2009-05-30,0,{},0,0,0,0,0,0,0,0,1
26624,2009-05-31,0,{},0,0,0,0,0,0,0,0,1
26624,2009-06-01,0,{},0,0,0,0,0,0,0,0,2
26624,2009-06-02,0,{310924: 8},8,0,0,0,0,0,0,0,0
26624,2009-06-03,0,{310924: 1},1,0,0,0,0,0,0,0,1
26624,2009-06-04,0,{418: 4},4,0,0,0,0,0,0,0,0
26624,2009-06-05,1,"{418: 6, 416946: 2}",8,0,0,0,0,0,5,8,0
26624,2009-06-06,0,"{418: 5, 416946: 7, 310924: 1}",13,0,0,0,0,0,2,0,0
26624,2009-06-07,0,{310924: 15},15,0,0,0,0,0,0,0,2
26624,2009-06-08,0,{310924: 22},22,0,0,0,0,0,0,0,1
26624,2009-06-09,2,"{310924: 18, 122036: 5}",23,0,0,0,0,0,0,0,0
26624,2009-06-10,1,"{310924: 7, 416946: 1}",8,0,0,0,0,0,0,0,2
26624,2009-06-11,0,{310924: 2},2,0,0,0,0,0,3,2,4
26624,2009-06-12,1,{28328: 1},1,0,0,0,0,0,0,0,1
26624,2009-06-13,0,"{28328: 11, 310924: 14}",25,0,0,0,0,0,2,0,0
26624,2009-06-14,0,{310924: 10},10,0,0,0,0,0,3,2,1
26624,2009-06-15,0,{310924: 8},8,0,0,0,0,0,2,6,1
26624,2009-06-16,0,{310924: 14},14,0,0,0,0,0,6,14,2
26624,2009-06-17,0,{310924: 19},19,0,0,0,0,0,0,0,1
26624,2009-06-18,0,{310924: 7},7,0,0,0,0,0,4,2,3
26624,2009-06-19,0,{310924: 15},15,0,0,0,0,0,0,0,1
26624,2009-06-20,0,{310924: 13},13,0,0,0,0,0,0,0,2
26624,2009-06-21,1,{310924: 2},2,0,0,0,0,0,1,0,1
26624,2009-06-22,0,"{310924: 12, 5800: 1}",13,0,0,0,0,0,2,0,1
26624,2009-06-23,0,{310924: 21},21,0,0,0,0,0,0,0,3
26624,2009-06-24,0,{310924: 4},4,0,0,0,0,0,0,0,1
26624,2009-06-25,0,{310924: 22},22,0,0,0,0,0,0,0,2
26624,2009-06-26,0,{310924: 3},3,0,0,0,0,0,2,4,2
26624,2009-06-27,0,"{310924: 6, 122036: 4}",10,0,0,0,0,0,0,0,1
26624,2009-06-28,0,{310924: 1},1,0,0,0,0,0,0,0,0
26624,2009-06-29,0,{310924: 18},18,0,0,0,0,0,0,0,0
26624,2009-06-30,0,{310924: 7},7,0,0,0,0,0,0,0,2
26624,2009-07-01,0,{310924: 8},8,0,0,0,0,0,0,0,0
26624,2009-07-02,0,{310924: 5},5,0,0,0,0,0,0,0,0
26624,2009-07-03,0,{},0,0,0,0,0,0,0,0,0
26624,2009-07-04,0,{},0,0,0,0,0,0,0,0,1
26624,2009-07-05,0,{},0,0,0,0,0,0,0,0,1
26624,2009-07-06,0,{},0,0,0,0,0,0,0,0,0
26624,2009-07-07,0,{},0,0,0,0,0,0,0,0,3
26624,2009-07-08,0,{},0,0,0,0,0,0,0,0,3
26624,2009-07-09,0,{},0,0,0,0,0,0,0,0,0
26624,2009-07-10,0,{},0,0,0,0,0,0,0,0,1
26624,2009-07-11,0,{},0,0,0,0,0,0,0,0,2
26624,2009-07-12,0,{310924: 1},1,0,0,0,0,0,0,0,0
26624,2009-07-13,0,"{310924: 2, 122036: 4}",6,0,0,0,0,0,0,0,2
26624,2009-07-14,0,{310924: 1},1,0,0,0,0,0,0,0,2
26624,2009-07-15,0,{},0,0,0,0,0,0,1,0,2
26624,2009-07-16,0,{},0,0,0,0,0,0,0,0,2
26624,2009-07-17,0,{310924: 2},2,0,0,0,0,0,2,0,1
26624,2009-07-18,0,{310924: 1},1,0,0,0,0,0,0,2,1
26624,2009-07-19,0,{310924: 5},5,0,0,0,0,0,0,0,0
26624,2009-07-20,0,{310924: 10},10,0,0,0,0,0,0,0,0
26624,2009-07-21,0,{310924: 1},1,0,0,0,0,0,0,0,3
26624,2009-07-22,0,{},0,0,0,0,0,0,0,0,2
26624,2009-07-23,0,{310924: 2},2,0,0,0,0,0,0,0,3
26624,2009-07-24,0,{},0,0,0,0,0,0,0,0,2
26624,2009-07-25,0,{},0,0,0,0,0,0,0,0,0
26624,2009-07-26,0,{},0,0,0,0,0,0,0,0,3
26624,2009-07-27,0,{310924: 20},20,0,0,0,0,0,0,0,1
26624,2009-07-28,0,{310924: 15},15,0,0,0,0,0,0,0,0
26624,2009-07-29,0,{310924: 17},17,0,0,0,0,0,0,0,1
26624,2009-07-30,0,{},0,0,0,0,0,0,0,0,2
26624,2009-07-31,0,{},0,0,0,0,0,0,0,0,0
26624,2009-08-01,0,{},0,0,0,0,0,0,0,0,1
26624,2009-08-02,0,{},0,0,0,0,0,0,2,0,0
26624,2009-08-03,0,{},0,0,0,0,0,0,0,0,0
26624,2009-08-04,0,{},0,0,0,0,0,0,0,0,0
26624,2009-08-05,0,{},0,0,0,0,0,0,0,0,1
26624,2009-08-06,0,{},0,0,0,0,0,0,0,4,0
26624,2009-08-07,0,{310924: 6},6,0,0,0,0,0,0,2,1
26624,2009-08-08,0,{310924: 1},1,0,0,0,0,0,2,0,3
26624,2009-08-09,0,{},0,0,0,0,0,0,2,0,0
26624,2009-08-10,1,{310924: 7},7,0,0,0,0,0,0,2,2
26624,2009-08-11,0,{310924: 3},3,0,0,0,0,0,0,0,3
26624,2009-08-12,0,{310924: 2},2,0,0,0,0,0,0,0,2
26624,2009-08-13,0,{310924: 4},4,0,0,0,0,0,0,0,0
26624,2009-08-14,0,{310924: 4},4,0,0,0,0,0,0,0,1
