project_id,date,forks,committer_id,commits,commit_comment,req_opened,req_closed,req_merged,other,issue,issue_comment,watchers
902309,2012-09-21,0,{179801: 3},3,0,0,0,0,0,0,0,1
902309,2012-09-22,1,{179801: 9},9,0,2,2,2,0,7,1,0
902309,2012-09-23,0,{179801: 1},1,0,0,0,0,0,0,0,0
902309,2012-09-24,0,{},0,0,0,0,0,0,0,0,0
902309,2012-09-25,0,{},0,0,0,0,0,0,0,0,0
902309,2012-09-26,0,{},0,0,0,0,0,0,0,0,0
902309,2012-09-27,0,{},0,0,0,0,0,0,0,0,0
902309,2012-09-28,0,{179801: 1},1,0,0,0,0,0,1,0,0
902309,2012-09-29,0,{},0,0,0,0,0,0,0,0,0
902309,2012-09-30,0,{179801: 5},5,0,0,0,0,0,0,0,0
902309,2012-10-01,0,{},0,0,0,0,0,0,0,0,0
902309,2012-10-02,0,{179801: 2},2,0,0,0,0,0,0,0,0
902309,2012-10-03,0,{179801: 1},1,0,0,0,0,0,1,0,0
902309,2012-10-04,0,{},0,0,0,0,0,0,0,0,0
902309,2012-10-05,0,{},0,0,1,1,1,0,1,0,0
