project_id,date,forks,committer_id,commits,commit_comment,req_opened,req_closed,req_merged,other,issue,issue_comment,watchers
1808,2012-05-17,0,"{9551: 1, 11443: 1, 9550: 1, 9549: 4}",7,0,0,0,0,0,0,0,7
1808,2012-05-18,0,"{11443: 8, 9549: 5, 161967: 1}",14,0,10,9,5,1,11,2,2
1808,2012-05-19,0,{},0,0,0,0,0,0,0,0,0
1808,2012-05-20,0,{},0,0,0,0,0,0,0,0,0
1808,2012-05-21,1,"{11454: 1, 9549: 1}",2,0,1,1,1,0,1,4,0
1808,2012-05-22,0,"{161967: 1, 11443: 1, 9549: 4, 9551: 2, 11470: 1}",9,0,7,4,2,1,7,3,0
1808,2012-05-23,0,"{11443: 1, 9551: 2, 161967: 1}",4,0,2,3,1,1,2,1,0
1808,2012-05-24,0,"{11454: 6, 9551: 2, 9550: 3}",11,0,5,5,5,1,6,0,0
1808,2012-05-25,0,"{11454: 2, 11443: 3, 9549: 1, 161967: 1}",7,0,3,4,4,0,3,3,0
1808,2012-05-26,0,{},0,0,0,0,0,0,0,0,0
1808,2012-05-27,0,{},0,0,0,0,0,0,0,0,0
1808,2012-05-28,0,"{11454: 8, 11451: 1, 11453: 1}",10,0,3,1,1,0,3,1,0
1808,2012-05-29,0,"{9549: 2, 11454: 2, 11443: 1}",5,0,2,6,5,0,3,1,1
1808,2012-05-30,0,"{11454: 9, 161967: 1, 9550: 1, 11443: 2}",13,0,1,2,2,0,1,0,0
1808,2012-05-31,0,"{11454: 7, 11443: 2, 9550: 2}",11,0,6,2,1,2,6,2,0
1808,2012-06-01,0,"{9550: 2, 11454: 7, 11443: 2, 11453: 2, 9551: 2}",15,0,3,4,4,2,3,2,0
1808,2012-06-02,0,{},0,0,0,0,0,0,0,0,0
1808,2012-06-03,0,{},0,0,0,0,0,0,0,0,0
1808,2012-06-04,0,"{11443: 1, 9551: 2, 161967: 1, 11454: 1}",5,0,3,3,3,2,3,7,0
1808,2012-06-05,0,"{11454: 1, 11453: 1, 9551: 2, 11470: 6}",10,0,3,1,1,0,3,1,0
1808,2012-06-06,2,"{11470: 7, 9550: 3, 11443: 1}",11,0,5,10,1,0,5,2,0
1808,2012-06-07,1,"{9551: 1, 11470: 6, 11443: 1, 9549: 1, 161967: 1}",10,0,5,4,3,0,6,5,0
1808,2012-06-08,0,"{9550: 2, 11451: 2, 9549: 5, 11470: 4, 11454: 1}",14,0,6,5,3,1,7,6,0
1808,2012-06-09,0,{},0,0,0,0,0,0,0,0,0
1808,2012-06-10,0,{},0,0,0,0,0,0,0,0,0
1808,2012-06-11,0,"{11453: 1, 11454: 2, 9550: 2, 10612: 1}",6,0,0,3,3,0,0,1,0
1808,2012-06-12,0,"{11451: 1, 161967: 1, 9550: 1}",3,0,3,5,2,0,3,4,0
1808,2012-06-13,0,"{9550: 1, 9549: 3}",4,0,3,0,0,0,3,1,0
1808,2012-06-14,0,"{9551: 1, 11470: 5, 9550: 5, 9549: 3, 11454: 4, 11443: 1}",19,0,6,9,8,1,6,6,0
1808,2012-06-15,0,"{9550: 1, 11443: 1, 11454: 2, 9551: 1}",5,0,4,3,3,0,4,3,0
1808,2012-06-16,0,{},0,0,0,0,0,0,0,0,0
1808,2012-06-17,0,{},0,0,0,0,0,0,0,0,0
1808,2012-06-18,0,{11443: 1},1,0,2,1,1,3,2,3,0
1808,2012-06-19,0,"{11443: 1, 11454: 2, 9551: 1, 9550: 1}",5,0,1,3,3,2,1,3,0
1808,2012-06-20,0,"{9550: 1, 11443: 1}",2,0,1,1,1,1,1,1,0
1808,2012-06-21,0,"{9550: 2, 11454: 2, 11443: 4, 11470: 3, 9549: 1}",12,0,6,6,5,0,6,6,0
1808,2012-06-22,0,"{11470: 7, 9550: 2, 11443: 1, 9549: 2}",12,0,5,1,1,0,5,1,0
1808,2012-06-23,0,{11454: 3},3,0,1,0,0,0,1,0,0
1808,2012-06-24,0,{},0,0,0,0,0,0,0,0,0
1808,2012-06-25,0,"{11470: 7, 161967: 4, 11454: 1, 11443: 2, 9549: 5, 9551: 1}",20,0,4,6,5,5,4,9,0
1808,2012-06-26,0,"{11454: 2, 11443: 3, 9551: 2, 9549: 8}",15,0,6,6,5,0,6,5,0
1808,2012-06-27,0,"{11454: 4, 11453: 5, 11451: 2, 9549: 3}",14,0,4,7,7,1,5,8,0
1808,2012-06-28,0,"{11454: 4, 11443: 2, 9551: 2, 9549: 7}",15,0,4,4,3,2,4,4,0
1808,2012-06-29,0,"{11453: 1, 9549: 2, 11454: 4}",7,0,3,7,4,1,4,4,0
1808,2012-06-30,0,{},0,0,0,0,0,0,0,0,0
1808,2012-07-01,0,{9551: 1},1,0,0,0,0,0,0,0,0
1808,2012-07-02,0,{},0,0,0,0,0,0,0,0,0
1808,2012-07-03,0,"{9551: 4, 11470: 6, 11443: 2}",12,0,2,0,0,0,2,0,0
1808,2012-07-04,0,"{9551: 1, 11454: 1}",2,0,0,1,1,0,0,1,0
1808,2012-07-05,0,"{11454: 5, 11453: 1, 161967: 1}",7,0,2,1,1,0,2,1,0
1808,2012-07-06,0,"{11454: 1, 161967: 3, 9551: 2}",6,0,5,4,3,0,5,5,0
1808,2012-07-07,0,{9551: 3},3,0,0,0,0,0,0,0,0
1808,2012-07-08,0,{9551: 1},1,0,0,0,0,0,0,0,0
1808,2012-07-09,0,"{9549: 4, 11454: 1, 11453: 3, 9551: 1}",9,1,4,6,4,0,4,5,0
1808,2012-07-10,0,"{11451: 2, 11454: 5, 9549: 3, 9551: 1, 11443: 1, 9550: 2}",14,0,3,6,5,3,3,12,0
1808,2012-07-11,0,"{11451: 1, 11443: 1}",2,0,0,0,0,0,0,0,0
1808,2012-07-12,0,"{11454: 3, 9550: 1, 9549: 2}",6,1,4,3,2,0,4,3,0
1808,2012-07-13,0,"{11443: 3, 11451: 6, 9549: 2, 11453: 1, 11454: 1}",13,0,1,4,3,3,1,11,0
1808,2012-07-14,0,{},0,0,0,0,0,0,0,0,0
1808,2012-07-15,0,{},0,0,0,0,0,0,0,0,0
