project_id,date,forks,committer_id,commits,commit_comment,req_opened,req_closed,req_merged,other,issue,issue_comment,watchers
1484706,2012-06-29,0,{1038662: 1},1,0,0,0,0,0,0,0,1
1484706,2012-06-30,0,{},0,0,0,0,0,0,0,0,0
1484706,2012-07-01,0,{},0,0,0,0,0,0,0,0,0
1484706,2012-07-02,0,{},0,0,0,0,0,0,0,0,0
1484706,2012-07-03,0,{},0,0,0,0,0,0,0,0,0
1484706,2012-07-04,0,{},0,0,0,0,0,0,0,0,0
1484706,2012-07-05,0,{1038662: 6},6,0,0,0,0,0,0,0,0
1484706,2012-07-06,0,{},0,0,0,0,0,0,0,0,0
1484706,2012-07-07,0,{},0,0,0,0,0,0,0,0,0
1484706,2012-07-08,0,{},0,0,0,0,0,0,0,0,0
1484706,2012-07-09,0,{1038662: 1},1,0,0,0,0,0,0,0,0
1484706,2012-07-10,0,{1038662: 3},3,0,0,0,0,0,0,0,0
1484706,2012-07-11,0,{},0,0,0,0,0,0,0,0,0
1484706,2012-07-12,0,{1038662: 6},6,0,0,0,0,0,0,0,0
1484706,2012-07-13,0,{1038662: 2},2,0,0,0,0,0,0,0,0
1484706,2012-07-14,0,{},0,0,0,0,0,0,0,0,0
1484706,2012-07-15,0,{},0,0,0,0,0,0,0,0,0
1484706,2012-07-16,0,{},0,0,0,0,0,0,0,0,0
1484706,2012-07-17,0,{1038662: 4},4,0,0,0,0,0,0,0,0
