project_id,date,forks,committer_id,commits,commit_comment,req_opened,req_closed,req_merged,other,issue,issue_comment,watchers
400974,2012-08-19,2,{210451: 5},5,0,3,2,2,0,4,0,0
400974,2012-08-20,0,{210451: 2},2,0,0,1,0,0,0,1,1
400974,2012-08-21,0,{210451: 3},3,0,0,0,0,0,0,0,0
400974,2012-08-22,0,{210451: 2},2,0,0,0,0,0,0,0,0
400974,2012-08-23,0,{},0,0,0,0,0,0,0,0,0
400974,2012-08-24,1,{210451: 1},1,0,0,0,0,0,0,0,0
400974,2012-08-25,0,{210451: 1},1,0,0,0,0,0,0,0,0
400974,2012-08-26,0,{210451: 2},2,0,0,0,0,0,0,0,0
400974,2012-08-27,0,{},0,0,0,0,0,0,0,0,0
400974,2012-08-28,0,{210451: 1},1,0,0,0,0,0,0,0,0
