project_id,date,forks,committer_id,commits,commit_comment,req_opened,req_closed,req_merged,other,issue,issue_comment,watchers
1593761,2012-07-18,0,{},0,0,0,0,0,0,0,0,1
1593761,2012-07-19,0,{413327: 3},3,0,0,0,0,0,0,0,0
1593761,2012-07-20,0,{413327: 1},1,0,0,0,0,0,0,0,0
1593761,2012-07-21,0,{413327: 1},1,0,0,0,0,0,0,0,0
1593761,2012-07-22,0,{},0,0,0,0,0,0,0,0,0
1593761,2012-07-23,0,{413327: 1},1,0,0,0,0,0,0,0,0
1593761,2012-07-24,0,{},0,0,0,0,0,0,0,0,0
1593761,2012-07-25,0,{413327: 4},4,0,0,0,0,0,0,0,0
1593761,2012-07-26,0,{},0,0,0,0,0,0,0,0,0
1593761,2012-07-27,0,{413327: 2},2,0,0,0,0,0,0,0,0
1593761,2012-07-28,0,{},0,0,0,0,0,0,0,0,0
1593761,2012-07-29,0,{},0,0,0,0,0,0,0,0,0
1593761,2012-07-30,0,{413327: 1},1,0,0,0,0,0,0,0,0
